"","canton_code","canton","district_code","district","commune_code","commune","pop_foreign","res_landprice","soc_assistance","tax_pc","work_unemployed","work_density","work_ent_kmu2","reach_edu_secondary","ecec_coverage_priv","reach_library","transport_modal_pt"
"1",1,"ZH",101,"Affoltern",1,"Aeugst am Albis",-0.715317642978349,-0.078602004143369,-0.837562930684679,0.582904905988583,-0.361960449061419,-0.734264077042649,-1.32568447644476,-1.55102722544039,0.323543068282474,0.24488909404685,0.384459031021297
"2",1,"ZH",101,"Affoltern",2,"Affoltern am Albis",1.07559082033238,0.16078717972447,1.02805991348721,-0.399772999478477,1.43725612772868,0.649323529609567,0.61140381430757,-1.24507900792634,1.01360419023908,1.25581038233303,0.656434415411909
"3",1,"ZH",101,"Affoltern",3,"Bonstetten",-0.482983572062362,0.575218454803943,-0.664820074742838,-0.399468387604495,-0.428598100053645,-0.871201906491201,-0.455324204535871,0.633086660225917,0.787766004871467,-0.421769727486471,1.47236056858374
"4",1,"ZH",101,"Affoltern",4,"Hausen am Albis",-0.524126063787068,0.0446924251419466,-0.71664293152539,-0.399468387604495,-0.761786355014775,-0.415388144333654,-0.435528579750343,-0.893382753768707,0.00808655538802345,-1.16868037542367,-0.295479429955233
"5",1,"ZH",101,"Affoltern",5,"Hedingen",-0.468462692630113,0.28453158867871,-0.30206007726497,-0.399468387604495,-0.661829878526436,0.208005633837178,-0.281123707213153,-0.522125699926169,0.133552213925589,0.599624861076368,1.6763421068767
"6",1,"ZH",101,"Affoltern",6,"Kappel am Albis",-0.265170380578625,-0.294142265558209,-0.941208644249784,-0.399163775730513,-1.36152521394481,-0.441516261560287,-1.20268030443878,-0.076288336913342,-1.05478680908021,-0.848237167239006,-1.24739327532237
"7",1,"ZH",101,"Affoltern",7,"Knonau",-0.197406276561461,-0.00210546042620247,-1.02758007222071,-0.399772999478477,-0.861742831503114,-0.580697597837887,-0.0964520080099675,0.0809597200226218,0.241990390233056,-0.534360966139398,-0.0235040455646208
"8",1,"ZH",101,"Affoltern",8,"Maschwanden",-0.928290541318004,-0.924563781721446,-1.20032292816255,-0.399772999478477,-0.59519222753421,-0.674983082532198,-1.27584055647688,0.0209132581226361,-1.05478680908021,-0.367287045567799,-1.51936865971299
"9",1,"ZH",101,"Affoltern",9,"Mettmenstetten",-0.553167822651566,0.334929311598255,-0.50935150439518,-0.399772999478477,-0.92838048249534,-0.197585807054299,0.245227826210114,-0.831380211900231,0.615698816019949,0.338809685942561,-0.431467122150539
"10",1,"ZH",101,"Affoltern",10,"Obfelden",0.15351497638456,-0.107400702954537,0.561654202444238,-0.399772999478477,-0.561873402038097,-0.637079263002073,0.107737438315354,-1.29302200864077,-0.205205064125838,0.712630205935751,-0.70344250654115
"11",1,"ZH",101,"Affoltern",11,"Ottenbach",-0.848425704440633,-0.353089602187319,-0.785740073902127,-0.399772999478477,-1.19493108646424,-0.523797782194733,0.126099564490629,-1.94435163099825,-0.133510402104372,0.343827870601897,-0.499460968248192
"12",1,"ZH",101,"Affoltern",12,"Rifferswil",-1.16304475880603,-0.37513860596462,-0.958482929843968,-0.40007761135246,-0.678489291274492,-0.673762246893443,-1.15577158616467,-0.763232463051101,-1.05478680908021,-0.300527908001044,-0.567454814345844
"13",1,"ZH",101,"Affoltern",13,"Stallikon",0.226119373545806,-0.865616445092335,-0.803014359496311,-0.322096971612978,-0.461916925549758,-0.651205283692999,-0.276116143067274,0.284700162616733,0.908750747032691,-0.583078767955599,2.01631133736497
"14",1,"ZH",101,"Affoltern",14,"Wettswil am Albis",-0.405538881757033,1.13364322393926,-0.50935150439518,0.787604085304721,-0.395279274557532,-0.535404424388139,-0.385810269485742,1.26174306539111,-0.38085698607843,-0.62854567301718,0.520446723216603
"15",1,"ZH",102,"Andelfingen",21,"Adlikon",-1.16304475880603,-1.0780068488247,-1.11395150019163,-0.399163775730513,-0.678489291274492,-0.702016348048099,-1.34469832322042,-0.844511913352414,1.08798740208636,-1.16817823088986,-1.65535635190829
"16",1,"ZH",102,"Andelfingen",22,"Benken (ZH)",-0.775821307279387,-0.942112988809502,-0.682094360337022,-0.399468387604495,-0.650723603361065,-0.346079186604916,-0.406847355114201,-0.316273383383776,-1.05478680908021,-0.361134144689199,-1.04341173702942
"17",1,"ZH",102,"Andelfingen",23,"Berg am Irchel",-1.17030519852216,-0.992960691397971,-1.28669435613347,1.37520039021667,NA,-0.664786712976902,-1.41276509165318,-2.02415969371265,-1.05478680908021,-2.32548117214,-0.839430198736456
"18",1,"ZH",102,"Andelfingen",24,"Buch am Irchel",-1.37359751057365,-0.594278704730856,-1.45943721207531,-0.399163775730513,-1.5947569924176,-0.79033387914864,-0.993142003107131,-1.39082254497684,-1.05478680908021,-1.71645810891624,-1.04341173702942
"19",1,"ZH",102,"Andelfingen",25,"Dachsen",-0.654813978677311,-0.873266099464052,-0.803014359496311,-0.399772999478477,-1.16161226096813,-0.769833473561829,-0.498261324774537,0.410051998756769,-1.05478680908021,-0.0243712391556241,1.47236056858374
"20",1,"ZH",102,"Andelfingen",26,"Dorf",-1.23564915596728,-0.794519657402263,-1.07940292900326,-0.399772999478477,-0.178706908832798,-0.694367707657928,-1.29984326383846,-1.11107195068679,-1.05478680908021,-1.4645934970637,-0.635448660443497
"21",1,"ZH",102,"Andelfingen",27,"Feuerthalen",0.487495203326292,-1.00106032543861,1.33899705418252,-0.399468387604495,0.304416060860841,-0.32674255142276,0.35634354411074,1.09297317812747,-0.102143987469981,1.18138864960744,-0.70344250654115
"22",1,"ZH",102,"Andelfingen",28,"Flaach",-0.570108848655857,-0.849867156679977,-1.3557914985102,-0.399468387604495,-0.0954098450925154,0.417007268706685,0.199719136242884,-2.22935075136304,-1.05478680908021,-2.51742428985049,-0.975417890931762
"23",1,"ZH",102,"Andelfingen",29,"Flurlingen",-0.555587969223608,-0.696874069245644,-0.975757215438152,-0.399163775730513,-1.06165578447979,-0.368179444929318,-0.0972427528411145,1.03490703081506,-1.05478680908021,0.98568922992973,-1.24739327532237
"24",1,"ZH",102,"Andelfingen",30,"Andelfingen",-0.729838522410598,-0.970461707951746,-0.250237220482418,-0.238633318141814,-1.19493108646424,1.19470557089953,1.6583235613451,-1.43867553139183,1.13548511567558,-1.70152093937471,0.520446723216603
"25",1,"ZH",102,"Andelfingen",31,"Henggart",-1.19450666424257,-0.0327040779130691,-0.21568864929405,-0.399163775730513,-1.16161226096813,-0.43008089049446,-0.67430160315946,-0.195245695705057,0.822717152606932,-0.573211953934059,1.33637287638844
"26",1,"ZH",102,"Andelfingen",32,"Humlikon",-1.40505941601019,-0.75537142620583,-0.958482929843968,-0.399772999478477,NA,-0.483136688460486,-1.22860942263635,-0.811788253419372,-1.05478680908021,-1.1591494113176,-0.70344250654115
"27",1,"ZH",102,"Andelfingen",33,"Kleinandelfingen",-0.802442919571844,-0.926363700397144,-0.232962934888234,-0.399468387604495,-1.26156873745647,0.582768423286406,0.743428387644099,-1.85015166663958,-1.05478680908021,-2.00673677760544,-1.24739327532237
"28",1,"ZH",102,"Andelfingen",34,"Laufen-Uhwiesen",-0.712897496406307,-0.854816933038147,-0.371157219641707,0.483601435070336,-1.26156873745647,-0.447382983146576,-0.576877807279511,0.568020170088213,-1.05478680908021,0.404329765568739,-0.975417890931762
"29",1,"ZH",102,"Andelfingen",35,"Marthalen",-1.01299567133946,-0.580329334994196,-0.837562930684679,-0.399468387604495,-1.06165578447979,0.610465291122381,0.50102193193159,-1.36225339117156,-0.0062523770162698,-1.38457970021157,0.0444898005330319
"30",1,"ZH",102,"Andelfingen",37,"Ossingen",-1.05413816306416,-0.907914533971239,-0.232962934888234,-0.40007761135246,-0.528554576541984,-0.494677261344522,-0.751971220475129,-2.123237740683,-1.05478680908021,-2.40751006848497,-0.839430198736456
"31",1,"ZH",102,"Andelfingen",38,"Rheinau",0.119632924375979,-1.06225756041235,-0.388431505235891,-0.399163775730513,-1.06165578447979,0.089114251891003,-0.388104061482589,-1.66079620151286,0.878280515673568,-1.83972480993087,0.316465184923644
"32",1,"ZH",102,"Andelfingen",39,"Thalheim an der Thur",-1.28405208740811,-0.996110549080443,-0.0947686501347603,-0.399468387604495,-0.761786355014775,-0.491656568024581,-1.06813262122398,-0.653906634298924,-1.05478680908021,-1.12597526529806,-1.11140558312707
"33",1,"ZH",102,"Andelfingen",40,"Trüllikon",-1.33245501884894,-1.11220530366297,-1.18304864256836,-0.399772999478477,-0.428598100053645,-0.435012790583181,-1.18397834311774,-1.22459383062802,-1.05478680908021,-1.0492286685945,-1.38338096751768
"34",1,"ZH",102,"Andelfingen",41,"Truttikon",-1.64223378007026,-1.22560018023194,-1.01030578662652,-0.399772999478477,-0.0954098450925154,-0.770499992641605,-1.61650842339559,-2.17192855250042,-1.05478680908021,-1.89356513812772,-0.70344250654115
"35",1,"ZH",102,"Andelfingen",43,"Volken",-1.19692681081461,-0.828718112240525,-1.40761435529276,-0.399468387604495,1.7371255571937,-0.546176192207646,-1.27939651312304,-1.72186397950259,-1.05478680908021,-2.04035763661935,-0.70344250654115
"36",1,"ZH",102,"Andelfingen",292,"Stammheim",-1.2719513545479,-1.16935272161638,-0.440254362018444,-0.399772999478477,-1.76135111989816,0.0481073035172047,-0.508727238511051,-3.060013092814,0.522467077527234,-2.77427121889566,-0.975417890931762
"37",1,"ZH",103,"Bülach",51,"Bachenbülach",0.661745756513282,0.0703412662706436,1.52901419571855,-0.399468387604495,0.63760431582197,0.440221303802332,1.4530523209169,1.2910531061225,0.45438582647165,1.35888696027384,-0.839430198736456
"38",1,"ZH",103,"Bülach",52,"Bassersdorf",0.630283851076742,-0.203696352104383,-0.0083972221638397,-0.399468387604495,0.63760431582197,0.0558807119406716,0.954543582332548,0.571032187030844,0.276045354693253,0.627872121442725,0.724428261509562
"39",1,"ZH",103,"Bülach",53,"Bülach",0.947323052014182,0.56396896308083,0.354362775314028,-0.399163775730513,0.40437253734918,0.640071341550243,1.0376343676137,1.36755141228845,0.359390399293207,1.34762457572976,0.520446723216603
"40",1,"ZH",103,"Bülach",54,"Dietlikon",0.666586049657365,0.437524676113043,0.838042771951184,0.171678876112411,0.371053711853067,1.81183294951165,2.70052755201204,1.27109416626703,1.06558282020465,1.1746357838313,0.0444898005330319
"41",1,"ZH",103,"Bülach",55,"Eglisau",0.511696669046707,-0.583029213007743,0.682574201603527,-0.399163775730513,-0.461916925549758,-0.383641637594083,0.176376108298345,-0.38580250552039,0.511741556088823,-0.708898580463577,-0.0235040455646208
"42",1,"ZH",103,"Bülach",56,"Embrach",0.978784957450722,-0.223045477868136,2.18543704829755,-0.399772999478477,0.670923141318083,0.0781401257384348,0.816169365482387,1.17927958084338,0.02063312124178,-0.204676994261066,0.316465184923644
"43",1,"ZH",103,"Bülach",57,"Freienstein-Teufen",-0.60641104723648,-0.162298222563328,-0.578448646771917,-0.40007761135246,-0.761786355014775,-0.513560816464679,-0.648150473730723,0.206010354468395,-1.05478680908021,-0.303390783979535,-0.363473276052886
"44",1,"ZH",103,"Bülach",58,"Glattfelden",0.625443557932659,-0.929063578410691,1.9090484787906,-0.399772999478477,-0.395279274557532,-0.704816330071685,-0.357200275376374,-0.29787930750309,-0.184592848794667,-0.517444564571736,-1.11140558312707
"45",1,"ZH",103,"Bülach",59,"Hochfelden",-0.652393832105269,-0.506982648959502,-0.492077218800996,-0.399468387604495,-0.495235751045871,-0.627824722383217,-0.631557358876505,0.664487802374952,-1.05478680908021,0.83167432791605,0.248471338825991
"46",1,"ZH",103,"Bülach",60,"Höri",1.69272819620297,-0.482233767168654,1.09715705586395,-0.399772999478477,1.57053142971313,0.411239705487742,1.4161667895268,0.545662002943949,-0.37010278677521,0.627614527818237,-0.70344250654115
"47",1,"ZH",103,"Bülach",61,"Hüntwangen",-0.957332300182502,-0.640176630961156,-0.163865792511497,-0.399468387604495,-0.961699307991453,-0.366176918611202,-0.727381464939933,-1.54858991517877,-1.05478680908021,-1.80337802344769,-1.11140558312707
"48",1,"ZH",103,"Bülach",62,"Kloten",1.62738423875785,0.0725911646152661,2.51364847458705,1.36057902026552,1.77044438268981,6.79329961270821,3.12179069985856,1.18209079665651,0.608529349817802,1.23835596876485,2.6962497983415
"49",1,"ZH",103,"Bülach",63,"Lufingen",-0.0183154302303881,0.154037484690602,-1.21759721375673,-0.399772999478477,-0.728467529518662,-0.89028766812282,-0.76025697800944,0.557640828945676,-1.05478680908021,0.235837449723058,-0.0914978916622738
"50",1,"ZH",103,"Bülach",64,"Nürensdorf",-0.349875510600078,0.397026505909837,-0.21568864929405,-0.0985118561099335,-0.395279274557532,-0.790053855623303,-0.604666990810747,0.380018381541457,-0.417600500364431,0.00452815696893122,-0.567454814345844
"51",1,"ZH",103,"Bülach",65,"Oberembrach",-0.959752446754544,-0.180297409320308,-0.854837216278863,-0.40007761135246,-1.36152521394481,-0.739033549763591,-1.5925474200532,0.246350608969008,-1.05478680908021,-0.557935673798265,-0.431467122150539
"52",1,"ZH",103,"Bülach",66,"Opfikon",3.11819452713543,0.956801214051926,2.49637418899286,0.666368559459747,2.67005267108486,2.75236618217998,2.12264317918276,1.32860637942907,0.547588887099556,1.28113281382386,1.60834826077905
"53",1,"ZH",103,"Bülach",67,"Rafz",0.250320839266222,-0.689224414873928,-0.578448646771917,-0.399772999478477,-0.26200397257308,-0.218947356571625,0.885001677321459,-2.113201146296,-0.628203570052488,-2.33508713185826,0.248471338825991
"54",1,"ZH",103,"Bülach",68,"Rorbas",0.95942378487439,-0.822868376544507,0.958962771110473,-0.399468387604495,0.371053711853067,-0.851238218050474,-0.688210912763957,0.423772255243718,-1.05478680908021,0.0617432877144544,-0.70344250654115
"55",1,"ZH",103,"Bülach",69,"Wallisellen",1.39020987469778,0.753410403698048,0.751671343980263,1.15983979531115,1.67048790620147,4.04388763944751,2.63506865575716,1.00607475828836,0.884553798600446,1.17559116271706,0.588440569314256
"56",1,"ZH",103,"Bülach",70,"Wasterkingen",-1.09770080136091,-1.16125308757574,-0.9239343586556,-0.399163775730513,-0.0954098450925154,-1.0620846378999,-1.19691640006761,-2.11531648233272,-1.05478680908021,-2.33708592795714,-0.295479429955233
"57",1,"ZH",103,"Bülach",71,"Wil (ZH)",-0.959752446754544,-0.817468620517413,-1.09667721459744,-0.399163775730513,-0.995018133487566,-0.101272845390373,0.0301249304237755,-1.87313993387989,-1.05478680908021,-2.10894927566665,-0.70344250654115
"58",1,"ZH",103,"Bülach",72,"Winkel",-0.555587969223608,0.774109468468576,-0.699368645931206,0.898178195560314,-0.795105180510888,-0.713834455753294,-0.558553506898657,0.523421546806639,1.04407442159821,0.720077596294375,0.180477492728338
"59",1,"ZH",104,"Dielsdorf",81,"Bachs",-0.84358541129655,-0.628927139238044,-0.526625789989364,-0.40007761135246,0.126715658214904,0.150528941077759,-1.03704045831724,-1.03693132674836,-1.05478680908021,-0.304646145314066,-1.38338096751768
"60",1,"ZH",104,"Dielsdorf",82,"Boppelsen",-0.862946583872882,0.257982788212164,-0.699368645931206,0.558840567943977,-1.26156873745647,-0.654830892937923,-1.25584858427855,0.127524809538005,-1.05478680908021,-0.0267906628185396,-0.839430198736456
"61",1,"ZH",104,"Dielsdorf",83,"Buchs (ZH)",0.727089713958403,0.174286569792205,1.20080276942905,-0.399163775730513,0.937473745286987,0.0892856097444791,1.18019031524445,1.13927861100987,0.44363162716843,0.340283512756089,0.384459031021297
"62",1,"ZH",104,"Dielsdorf",84,"Dällikon",1.23532049408712,0.228284130063146,0.958962771110473,-0.399772999478477,1.03743022177533,1.50276207971531,1.9299569357092,0.90530375007094,-0.485710429284824,-0.232174298505495,-0.70344250654115
"63",1,"ZH",104,"Dielsdorf",85,"Dänikon",0.915861146577643,0.152237566014904,-0.440254362018444,-0.399468387604495,0.770879617806422,-0.539543161757152,-0.524427557317718,0.744801330001559,-1.05478680908021,-0.554599999395081,0.0444898005330319
"64",1,"ZH",104,"Dielsdorf",86,"Dielsdorf",1.39747031441391,0.0266932383849663,-0.0256715077580238,-0.399772999478477,1.30398082574423,1.27136529406432,1.98915312241463,0.508953479216692,0.702628593720976,1.4209018101997,-0.431467122150539
"65",1,"ZH",104,"Dielsdorf",87,"Hüttikon",-0.466042546058071,0.257982788212164,-1.01030578662652,-0.399772999478477,-0.26200397257308,-1.02648471847577,-1.1107808428397,0.187716679152463,0.0914315999879777,-0.0715532612612672,-0.907424044834109
"66",1,"ZH",104,"Dielsdorf",88,"Neerach",-0.766140720991221,0.698962863758183,-1.11395150019163,1.19822089143293,-0.0954098450925154,-0.742833808048923,-1.15861803215287,0.0750118520830362,-1.05478680908021,0.290985310115093,-1.11140558312707
"67",1,"ZH",104,"Dielsdorf",89,"Niederglatt",0.886819387713144,0.045142404810871,-0.526625789989364,-0.399468387604495,0.904154919790874,-0.357817160972344,0.468809728293887,0.814223127396538,0.456178193022186,0.296019798168383,0.180477492728338
"68",1,"ZH",104,"Dielsdorf",90,"Niederhasli",0.775492645399234,-0.0408037119537101,0.354362775314028,-0.399163775730513,0.937473745286987,-0.460531948703244,0.0269742471900019,1.19487282717627,-0.863003588172789,0.526096554339516,-0.363473276052886
"69",1,"ZH",104,"Dielsdorf",91,"Niederweningen",-0.267590527150666,-0.163648161570101,-0.682094360337022,-0.399772999478477,0.0378654568919368,-0.364132163369136,-0.533090112010129,-0.999828124938966,-1.05478680908021,-0.6347637874716,0.384459031021297
"70",1,"ZH",104,"Dielsdorf",92,"Oberglatt",2.1138336997382,-0.64152656996793,1.16625419824068,-0.399468387604495,1.60385025520925,-0.468655396544832,-0.014590239987903,0.616762913232234,-0.528727226497704,0.173591091603035,0.996403645900173
"71",1,"ZH",104,"Dielsdorf",93,"Oberweningen",0.131733657236187,0.0149937669929289,-0.42298007642426,-0.399468387604495,-0.128728670588628,-0.902054328433391,-0.510087517455279,-0.976296309813608,1.1856713790906,0.0617498090720363,0.92840979980252
"72",1,"ZH",104,"Dielsdorf",94,"Otelfingen",0.281782744702762,-0.255444014030701,-0.492077218800996,-0.399468387604495,-0.895061656999227,2.10711313238518,2.43276938748635,0.110467099795084,0.40599192960716,-0.0857176499293329,-0.159491737759927
"73",1,"ZH",104,"Dielsdorf",95,"Regensberg",-0.165944371124922,-0.0898514958664817,-1.0275800722207,-0.307780213535808,0.654263728570026,0.242744217883564,0.41894854372394,0.0547205517373363,-1.05478680908021,1.09185041000682,0.112483646630685
"74",1,"ZH",104,"Dielsdorf",96,"Regensdorf",1.90086080139854,0.227384170725297,1.92632276438479,-0.399772999478477,1.93703851017038,1.03274643104113,1.3728198282986,0.462776143606567,0.366559865495354,0.216791824904879,-0.771436352638803
"75",1,"ZH",104,"Dielsdorf",97,"Rümlang",1.32970621039674,-0.052953163014672,0.734397058386079,-0.390330031385024,1.97035733566649,1.88487187627483,1.89338130566724,0.349628169216845,-0.440901265521408,0.366134174211068,0.0444898005330319
"76",1,"ZH",104,"Dielsdorf",98,"Schleinikon",-1.15094402594582,-0.21539582349642,-1.51126006885786,-0.399163775730513,-0.628511053030323,-0.871686324795296,-1.2863783304405,-1.19463291726994,-1.05478680908021,-0.149799770208684,-0.635448660443497
"77",1,"ZH",104,"Dielsdorf",99,"Schöfflisdorf",-0.393438148896825,0.185986041184242,-0.595722932366101,-0.399163775730513,-0.328641623565307,-0.596171254540916,-0.289329283915834,-0.743221591869025,0.509949189538286,0.280981547584332,0.520446723216603
"78",1,"ZH",104,"Dielsdorf",100,"Stadel",-0.620931926668729,-0.69147431321855,-0.561174361177733,-0.399468387604495,-0.328641623565306,-0.57088429706796,-0.414460379085745,-0.839135290005396,0.522495755392043,-0.522690996746441,-0.70344250654115
"79",1,"ZH",104,"Dielsdorf",101,"Steinmaur",0.751291179678818,-0.0349539762576917,-0.595722932366101,-0.399772999478477,0.304416060860841,-0.63170452758982,-0.237935251682798,0.224148235804536,-0.186385215345203,1.07949895874655,0.112483646630685
"80",1,"ZH",104,"Dielsdorf",102,"Weiach",0.569780186775704,-1.06765731643944,0.423459917690764,-0.399163775730513,0.904154919790874,-0.768800690359809,-0.569459996026058,-2.13425410609846,-0.0770508557624675,-1.75169626461048,-1.51936865971299
